Known optimum reached.
40,0.25386615574107013
786,0.25386615574107013
1453,0.25304502531818807
2420,0.2553715615163541
Known optimum reached.
40,0.2545504310934719
802,0.2545504310934719
1472,0.2544135760229916
2435,0.2553715615163541
Known optimum reached.
43,0.2534555905296291
752,0.2534555905296291
1381,0.2529081702477077
2325,0.2553715615163541
Known optimum reached.
45,0.2542767209525112
796,0.2542767209525112
1471,0.2527713151772273
2438,0.2553715615163541
Known optimum reached.
36,0.2542767209525112
807,0.2542767209525112
1480,0.25413986588203086
2450,0.2542767209525112
3399,0.2542767209525112
4396,0.2553715615163541
Known optimum reached.
40,0.25277131517722734
762,0.25277131517722734
1408,0.2524976050362666
2371,0.2533187354591487
3330,0.2533187354591487
4334,0.2553715615163541
Known optimum reached.
29,0.2553715615163541
Known optimum reached.
34,0.2540030108115504
780,0.2540030108115504
1457,0.2538661557410702
2439,0.2553715615163541
Known optimum reached.
39,0.2531818803886683
789,0.2531818803886683
1448,0.253045025318188
2415,0.2553715615163541
Known optimum reached.
40,0.25455043109347186
800,0.25455043109347186
1464,0.2542767209525112
2442,0.25537156151635415
Known optimum reached.
74,0.2534555905296291
1118,0.2534555905296291
1773,0.2531818803886684
2745,0.25537156151635415
Known optimum reached.
47,0.2544135760229916
789,0.2544135760229916
1421,0.2541398658820309
2373,0.2553715615163541
Known optimum reached.
34,0.25413986588203086
782,0.25413986588203097
1456,0.2534555905296291
2422,0.2553715615163541
Known optimum reached.
46,0.2546872861639522
792,0.2546872861639522
1459,0.25441357602299164
2436,0.25537156151635415
Known optimum reached.
37,0.25386615574107024
804,0.25386615574107024
1475,0.2535924456001095
2429,0.2553715615163541
Known optimum reached.
33,0.25345559052962907
816,0.25345559052962907
1500,0.25263446010674695
2454,0.2553715615163541
Known optimum reached.
37,0.2548241412344327
810,0.2548241412344327
1486,0.254550431093472
2448,0.2553715615163541
Known optimum reached.
39,0.2548241412344327
790,0.2548241412344327
1449,0.2519501847543451
2416,0.2553715615163541
Known optimum reached.
27,0.25413986588203097
775,0.25413986588203097
1425,0.2538661557410702
2404,0.2553715615163541
Known optimum reached.
77,0.2533187354591486
805,0.2533187354591486
1443,0.2524976050362666
2412,0.2553715615163541
