Known optimum reached.
108,0.6140000000000004
520,0.6140000000000004
827,0.5600000000000003
1369,0.6800000000000004
1930,0.6800000000000004
2570,0.7080000000000004
3105,0.7080000000000004
4012,0.7080000000000004
4915,0.7080000000000004
5316,0.6520000000000004
5992,0.7260000000000004
Known optimum reached.
113,0.6560000000000004
516,0.6560000000000004
816,0.5960000000000003
1358,0.7260000000000004
Known optimum reached.
107,0.6460000000000004
495,0.6460000000000004
807,0.5820000000000003
1364,0.6940000000000004
1850,0.6940000000000004
2470,0.7220000000000004
2970,0.7220000000000004
3834,0.7220000000000004
4259,0.7220000000000004
4655,0.6540000000000004
5325,0.7260000000000004
Known optimum reached.
147,0.6360000000000003
571,0.6360000000000003
904,0.6040000000000003
1566,0.7100000000000004
2351,0.7100000000000004
2966,0.7260000000000004
Known optimum reached.
128,0.6400000000000003
495,0.6400000000000003
788,0.5960000000000003
1293,0.7140000000000004
1730,0.7140000000000004
2303,0.7180000000000004
2752,0.7180000000000004
3483,0.7180000000000004
3892,0.7180000000000004
4225,0.6660000000000005
4789,0.7260000000000004
Known optimum reached.
105,0.6360000000000003
479,0.6360000000000003
774,0.5640000000000003
1291,0.7000000000000004
1713,0.7000000000000004
2285,0.7040000000000004
2721,0.7040000000000004
3442,0.7040000000000004
3846,0.7040000000000004
4165,0.6360000000000003
4726,0.7260000000000004
Known optimum reached.
106,0.6580000000000004
483,0.6580000000000004
766,0.5900000000000003
1266,0.6940000000000004
1692,0.6940000000000004
2309,0.7020000000000004
2743,0.7020000000000004
3470,0.7020000000000004
3874,0.7020000000000004
4199,0.6460000000000004
4767,0.7200000000000004
5241,0.7200000000000004
5835,0.7260000000000004
Known optimum reached.
104,0.6540000000000004
472,0.6540000000000004
759,0.5900000000000003
1280,0.7200000000000004
1719,0.7200000000000004
2274,0.7260000000000004
Known optimum reached.
104,0.6500000000000004
473,0.6500000000000004
761,0.5940000000000003
1303,0.6860000000000004
1736,0.6860000000000004
2385,0.6880000000000004
2834,0.6880000000000004
3554,0.6880000000000004
3964,0.6880000000000004
4290,0.6140000000000003
4860,0.6880000000000004
5343,0.6880000000000004
6038,0.6900000000000005
6530,0.6900000000000005
7292,0.6900000000000005
7725,0.6900000000000005
8077,0.6280000000000003
8677,0.7140000000000004
9203,0.7140000000000004
9867,0.7260000000000004
Known optimum reached.
102,0.6360000000000003
470,0.6360000000000003
755,0.5780000000000003
1274,0.6900000000000004
1699,0.6900000000000004
2309,0.7120000000000004
2752,0.7120000000000004
3471,0.7120000000000004
3875,0.7120000000000004
4199,0.6540000000000004
