r-OVA1.xml	f-OVA1.xml	F-OVA1.xml	r-OVA2.xml	f-OVA2.xml	F-OVA2.xml	r-OVA3.xml	f-OVA3.xml	F-OVA3.xml	r-XMA-c.xml	f-XMA-c.xml	F-XMA-c.xml	r-XMA-p.xml	f-XMA-p.xml	F-XMA-p.xml	r-XMD.xml	f-XMD.xml	F-XMD.xml	r-MSH.xml	f-MSH.xml	F-MSH.xml	r-NTH.xml	f-NTH.xml	F-NTH.xml	r-100-100.xml	f-100-100.xml	F-100-100.xml	r-100-200.xml	f-100-200.xml	F-100-200.xml	r-100-1000.xml	f-100-1000.xml	F-100-1000.xml	
5	22	3	2	17	3	99	598	79	4	6	3	157	211	91	63	912	235	4	5	1	97	343	281	124	1765	43	105	999	53	88	355	149
4	23	3	3	16	3	46	571	70	3	4	1	159	2881	90	60	606	274	3	4	1	94	669	303	126	1942	43	101	1033	55	83	355	148
3	24	4	3	17	4	84	572	74	3	5	1	153	208	91	74	941	243	4	4	1	69	364	503	126	1757	44	101	1026	53	84	364	150
4	25	4	3	17	3	38	530	70	3	4	1	156	2830	90	71	642	282	4	4	1	104	631	213	124	1747	43	102	1016	57	85	350	149
5	24	3	2	18	4	71	543	73	3	5	1	157	207	151	338	612	284	3	4	1	121	608	448	174	2148	48	103	1118	60	103	382	195
4	28	4	3	18	4	49	693	93	3	5	1	155	2725	90	72	644	279	4	4	1	89	554	279	126	1748	42	101	1027	52	84	339	176
4	24	4	3	18	4	49	537	75	3	4	2	156	3084	149	322	600	275	3	4	1	84	406	265	126	1851	43	101	978	52	84	353	148
5	23	4	2	18	4	36	554	75	3	4	2	156	207	90	57	628	281	3	4	1	94	584	279	129	1773	43	102	1035	52	85	338	178
4	23	3	4	16	4	39	512	76	4	4	2	156	209	117	63	567	274	4	4	1	103	599	211	126	1826	43	101	948	51	87	351	149
4	22	3	2	17	4	36	584	74	3	4	1	181	209	92	66	599	274	3	4	1	93	458	214	124	1672	44	99	1068	52	127	347	150
3	22	4	3	18	3	31	532	73	4	4	2	156	209	91	59	927	231	4	4	0	102	450	280	127	1755	43	106	954	53	81	346	151
4	25	3	2	17	3	38	539	69	4	4	1	156	2733	143	320	630	280	3	4	1	80	436	514	127	2037	42	108	993	52	84	345	149
4	25	3	2	17	4	50	457	73	4	4	4	163	279	149	331	611	274	3	4	1	91	420	216	126	1741	42	104	1003	52	84	341	179
4	23	4	3	17	4	36	528	74	3	4	2	157	2729	89	66	643	277	3	4	1	97	637	296	125	1812	42	103	1083	54	120	349	149
3	23	3	3	17	3	41	571	74	3	5	2	240	363	91	69	944	233	4	4	1	71	409	491	126	1915	46	103	1053	52	89	352	149
3	22	3	3	17	5	34	556	75	4	4	1	156	210	90	64	610	310	4	5	1	77	604	258	137	1909	44	104	988	52	88	377	182
3	24	3	2	17	3	37	535	75	3	4	2	151	209	132	69	941	231	3	4	0	74	414	282	128	1760	44	105	1018	53	85	347	151
4	22	3	3	17	3	38	574	111	4	5	2	155	2714	132	56	875	231	4	4	1	93	359	277	128	2177	43	106	1017	55	86	370	148
5	23	3	3	18	4	43	554	74	3	4	2	152	3300	90	61	922	266	4	4	1	93	571	229	127	1840	43	106	991	53	85	334	176
4	24	3	2	17	3	42	536	74	4	4	1	159	3077	92	62	604	274	4	4	1	104	605	212	128	2227	43	102	1024	52	86	367	148
4	22	3	3	18	4	38	596	74	4	4	2	155	208	90	73	959	239	4	4	1	104	393	269	124	1849	43	105	1046	52	87	327	149
5	23	3	3	17	4	36	497	75	3	4	1	157	3213	149	65	880	235	4	5	1	102	359	279	197	2159	44	99	986	52	86	360	148
4	22	3	3	17	3	35	548	74	3	4	2	215	412	124	68	850	230	3	4	0	84	367	274	128	1680	46	103	954	52	87	370	150
3	22	3	3	17	4	41	575	69	4	4	2	159	2737	90	61	614	278	3	4	1	117	676	278	128	1647	44	103	995	51	86	348	150
4	23	3	3	17	3	40	562	113	4	4	1	156	206	149	73	933	230	4	4	1	85	304	280	131	1805	43	109	957	53	84	362	149
4	22	3	3	20	4	41	579	71	3	5	1	152	312	95	64	923	241	4	4	1	78	397	265	126	1847	43	101	1007	53	82	354	149
