Crossover-b	Crossover-a	Hungry-b	Hungry-a	LocalBranching-b	LocalBranching-a	Mutation-b	Mutation-a	RandomRemove-b	RandomRemove-a	RemoveWorst-b	RemoveWorst-a
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666	0.5736111111111111	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5708333333333333	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666	0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666
0.5736111111111111	0.5736111111111111	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5708333333333333	0.5708333333333334	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666	0.5791666666666666	0.5791666666666666	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666	0.5708333333333333	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5694444444444444	0.5694444444444444	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5777777777777777	0.5791666666666666	0.5791666666666666	0.5791666666666666	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5708333333333333	0.5708333333333333	0.5736111111111111	0.5736111111111111
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5708333333333333	0.5708333333333333
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666	0.5777777777777777	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5694444444444443	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5708333333333333	0.5708333333333333
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5736111111111111	0.5736111111111111	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5777777777777778	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5777777777777777	0.5777777777777777
0.5777777777777778	0.5777777777777778	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5708333333333333	0.5708333333333333	0.5791666666666667	0.5791666666666667
0.5694444444444444	0.5777777777777778	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666
0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5736111111111111	0.5791666666666666	0.5736111111111111	0.5791666666666666	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5708333333333333	0.5708333333333333	0.5791666666666667	0.5791666666666667	0.5777777777777777	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5708333333333333	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5777777777777777	0.5777777777777777
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5736111111111111	0.5736111111111111
0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666	0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666	0.5777777777777778	0.5777777777777778	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5736111111111111	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666666	0.5791666666666666	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5666666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666	0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666	0.5736111111111111	0.5736111111111111	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5777777777777777	0.5777777777777778	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666666	0.5791666666666666	0.5791666666666666	0.5791666666666666	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667	0.5791666666666667
