# "N"	"C"	"N"	"C"	"N"	"C"	"N"	"C"	"N"	"C"	"N"	"C"	"N"	"C"	"N"	"C"	"N"	"C"	"N"	"C"
# "t-1"	"t-1"	"t-6"	"t-6"	"t-11"	"t-11"	"t-16"	"t-16"	"t-21"	"t-21"	"t-26"	"t-26"	"t-31"	"t-31"	"t-36"	"t-36"	"t-41"	"t-41"	"t-46"	"t-46"
0.473636363636364	0.468181818181818	0.475454545454545	0.492727272727273	0.498181818181818	0.477272727272727	0.487272727272727	0.483636363636364	0.484545454545455	0.488181818181818	0.49	0.495454545454545	0.494545454545455	0.494545454545455	0.496363636363636	0.497272727272727	0.485454545454546	0.498181818181818	0.497272727272727	0.498181818181818
0.469090909090909	0.476363636363636	0.474545454545454	0.479090909090909	0.486363636363637	0.490909090909091	0.489090909090909	0.485454545454546	0.490909090909091	0.497272727272727	0.487272727272727	0.498181818181818	0.495454545454545	0.497272727272727	0.498181818181818	0.494545454545455	0.493636363636364	0.494545454545455	0.498181818181818	0.492727272727273
0.44	0.460909090909091	0.481818181818182	0.481818181818182	0.480909090909091	0.492727272727273	0.488181818181818	0.488181818181818	0.492727272727273	0.486363636363637	0.497272727272727	0.493636363636364	0.494545454545455	0.498181818181818	0.498181818181818	0.497272727272727	0.493636363636364	0.493636363636364	0.498181818181818	0.498181818181818
0.461818181818182	0.445454545454546	0.49	0.487272727272727	0.476363636363636	0.493636363636364	0.493636363636364	0.482727272727273	0.482727272727273	0.490909090909091	0.495454545454545	0.498181818181818	0.494545454545455	0.488181818181818	0.498181818181818	0.494545454545455	0.497272727272727	0.488181818181818	0.497272727272727	0.498181818181818
0.473636363636364	0.468181818181818	0.474545454545454	0.483636363636364	0.494545454545455	0.48	0.493636363636364	0.488181818181818	0.495454545454545	0.493636363636364	0.480909090909091	0.490909090909091	0.493636363636364	0.498181818181818	0.492727272727273	0.493636363636364	0.488181818181818	0.488181818181818	0.498181818181818	0.498181818181818
0.459090909090909	0.464545454545455	0.486363636363636	0.495454545454545	0.493636363636364	0.485454545454545	0.492727272727273	0.487272727272727	0.48	0.498181818181818	0.497272727272727	0.493636363636364	0.497272727272727	0.494545454545455	0.49	0.490909090909091	0.498181818181818	0.491818181818182	0.498181818181818	0.494545454545455
0.466363636363636	0.462727272727273	0.479090909090909	0.489090909090909	0.494545454545455	0.480909090909091	0.479090909090909	0.497272727272727	0.489090909090909	0.498181818181818	0.494545454545455	0.481818181818182	0.494545454545455	0.497272727272727	0.498181818181818	0.496363636363637	0.498181818181818	0.490909090909091	0.498181818181818	0.491818181818182
0.438181818181818	0.464545454545455	0.485454545454546	0.484545454545455	0.482727272727273	0.483636363636364	0.494545454545455	0.487272727272727	0.498181818181818	0.498181818181818	0.484545454545455	0.487272727272727	0.498181818181818	0.498181818181818	0.497272727272727	0.487272727272727	0.489090909090909	0.498181818181818	0.489090909090909	0.498181818181818
0.468181818181818	0.466363636363636	0.476363636363636	0.475454545454545	0.493636363636364	0.486363636363637	0.488181818181818	0.495454545454545	0.490909090909091	0.492727272727273	0.493636363636364	0.494545454545455	0.496363636363636	0.497272727272727	0.494545454545455	0.490909090909091	0.496363636363637	0.497272727272727	0.492727272727273	0.493636363636364
0.463636363636364	0.455454545454546	0.483636363636364	0.481818181818182	0.490909090909091	0.481818181818182	0.498181818181818	0.498181818181818	0.494545454545455	0.48	0.486363636363636	0.492727272727273	0.497272727272727	0.489090909090909	0.493636363636364	0.498181818181818	0.495454545454545	0.498181818181818	0.498181818181818	0.498181818181818
0.477272727272727	0.462727272727273	0.472727272727273	0.473636363636364	0.48	0.486363636363637	0.497272727272727	0.484545454545455	0.498181818181818	0.485454545454545	0.492727272727273	0.497272727272727	0.492727272727273	0.496363636363636	0.484545454545455	0.493636363636364	0.498181818181818	0.498181818181818	0.498181818181818	0.498181818181818
0.449090909090909	0.461818181818182	0.473636363636364	0.48	0.491818181818182	0.481818181818182	0.494545454545455	0.492727272727273	0.492727272727273	0.491818181818182	0.484545454545455	0.494545454545455	0.495454545454545	0.493636363636364	0.498181818181818	0.497272727272727	0.498181818181818	0.498181818181818	0.498181818181818	0.493636363636364
0.484545454545455	0.475454545454545	0.473636363636364	0.485454545454546	0.498181818181818	0.481818181818182	0.497272727272727	0.488181818181818	0.497272727272727	0.493636363636364	0.492727272727273	0.483636363636364	0.491818181818182	0.490909090909091	0.497272727272727	0.49	0.495454545454545	0.498181818181818	0.496363636363637	0.498181818181818
0.469090909090909	0.478181818181818	0.474545454545455	0.486363636363637	0.489090909090909	0.481818181818182	0.490909090909091	0.485454545454546	0.493636363636364	0.497272727272727	0.497272727272727	0.496363636363637	0.492727272727273	0.492727272727273	0.493636363636364	0.494545454545455	0.494545454545455	0.492727272727273	0.494545454545455	0.498181818181818
0.467272727272727	0.457272727272727	0.483636363636364	0.492727272727273	0.497272727272727	0.488181818181818	0.493636363636364	0.48	0.490909090909091	0.490909090909091	0.49	0.491818181818182	0.494545454545455	0.497272727272727	0.497272727272727	0.492727272727273	0.498181818181818	0.491818181818182	0.492727272727273	0.493636363636364
0.448181818181818	0.46	0.483636363636364	0.492727272727273	0.49	0.48	0.481818181818182	0.492727272727273	0.498181818181818	0.482727272727273	0.494545454545455	0.498181818181818	0.494545454545455	0.495454545454545	0.492727272727273	0.493636363636364	0.493636363636364	0.495454545454545	0.494545454545455	0.498181818181818
0.474545454545454	0.458181818181818	0.480909090909091	0.488181818181818	0.486363636363637	0.498181818181818	0.48	0.490909090909091	0.490909090909091	0.493636363636364	0.497272727272727	0.491818181818182	0.492727272727273	0.497272727272727	0.492727272727273	0.498181818181818	0.498181818181818	0.496363636363637	0.497272727272727	0.498181818181818
0.460909090909091	0.459090909090909	0.468181818181818	0.474545454545455	0.483636363636364	0.48	0.484545454545455	0.474545454545455	0.497272727272727	0.489090909090909	0.497272727272727	0.487272727272727	0.497272727272727	0.497272727272727	0.494545454545455	0.494545454545455	0.498181818181818	0.49	0.498181818181818	0.497272727272727
0.454545454545455	0.466363636363636	0.486363636363636	0.482727272727273	0.491818181818182	0.48	0.494545454545455	0.498181818181818	0.492727272727273	0.483636363636364	0.488181818181818	0.490909090909091	0.498181818181818	0.492727272727273	0.498181818181818	0.490909090909091	0.497272727272727	0.497272727272727	0.498181818181818	0.498181818181818
0.464545454545455	0.460909090909091	0.481818181818182	0.487272727272727	0.486363636363636	0.478181818181818	0.498181818181818	0.492727272727273	0.494545454545455	0.488181818181818	0.492727272727273	0.490909090909091	0.497272727272727	0.491818181818182	0.497272727272727	0.497272727272727	0.492727272727273	0.490909090909091	0.498181818181818	0.498181818181818
0.450909090909091	0.470909090909091	0.489090909090909	0.485454545454545	0.484545454545455	0.482727272727273	0.488181818181818	0.479090909090909	0.493636363636364	0.486363636363636	0.493636363636364	0.492727272727273	0.491818181818182	0.495454545454545	0.494545454545455	0.494545454545455	0.497272727272727	0.492727272727273	0.498181818181818	0.498181818181818
0.482727272727273	0.468181818181818	0.47	0.480909090909091	0.488181818181818	0.48	0.493636363636364	0.478181818181818	0.498181818181818	0.494545454545455	0.497272727272727	0.498181818181818	0.498181818181818	0.498181818181818	0.498181818181818	0.492727272727273	0.498181818181818	0.495454545454545	0.498181818181818	0.498181818181818
0.455454545454546	0.46	0.48	0.49	0.486363636363636	0.481818181818182	0.482727272727273	0.482727272727273	0.495454545454545	0.498181818181818	0.497272727272727	0.497272727272727	0.492727272727273	0.498181818181818	0.497272727272727	0.494545454545455	0.498181818181818	0.497272727272727	0.498181818181818	0.494545454545455
0.476363636363636	0.476363636363636	0.488181818181818	0.482727272727273	0.492727272727273	0.482727272727273	0.483636363636364	0.494545454545455	0.493636363636364	0.49	0.49	0.493636363636364	0.497272727272727	0.489090909090909	0.495454545454545	0.494545454545455	0.498181818181818	0.498181818181818	0.498181818181818	0.498181818181818
0.454545454545455	0.449090909090909	0.480909090909091	0.471818181818182	0.484545454545455	0.479090909090909	0.488181818181818	0.487272727272727	0.491818181818182	0.487272727272727	0.489090909090909	0.498181818181818	0.492727272727273	0.494545454545455	0.493636363636364	0.498181818181818	0.496363636363636	0.498181818181818	0.498181818181818	0.487272727272727
0.455454545454546	0.46	0.482727272727273	0.496363636363637	0.474545454545455	0.488181818181818	0.493636363636364	0.490909090909091	0.495454545454545	0.498181818181818	0.492727272727273	0.494545454545455	0.498181818181818	0.495454545454545	0.494545454545455	0.498181818181818	0.497272727272727	0.497272727272727	0.498181818181818	0.498181818181818
0.454545454545455	0.48	0.475454545454545	0.491818181818182	0.492727272727273	0.484545454545455	0.498181818181818	0.480909090909091	0.492727272727273	0.485454545454546	0.490909090909091	0.492727272727273	0.498181818181818	0.497272727272727	0.498181818181818	0.496363636363637	0.498181818181818	0.497272727272727	0.497272727272727	0.498181818181818
0.456363636363636	0.452727272727273	0.488181818181818	0.490909090909091	0.477272727272727	0.485454545454545	0.486363636363636	0.497272727272727	0.495454545454545	0.492727272727273	0.493636363636364	0.492727272727273	0.492727272727273	0.493636363636364	0.494545454545455	0.490909090909091	0.498181818181818	0.490909090909091	0.498181818181818	0.497272727272727
0.496363636363636	0.450909090909091	0.475454545454545	0.488181818181818	0.474545454545455	0.49	0.486363636363637	0.498181818181818	0.492727272727273	0.493636363636364	0.488181818181818	0.490909090909091	0.498181818181818	0.497272727272727	0.494545454545455	0.488181818181818	0.490909090909091	0.498181818181818	0.498181818181818	0.498181818181818
0.45	0.47	0.479090909090909	0.488181818181818	0.488181818181818	0.482727272727273	0.490909090909091	0.48	0.492727272727273	0.490909090909091	0.497272727272727	0.491818181818182	0.498181818181818	0.488181818181818	0.489090909090909	0.494545454545455	0.497272727272727	0.498181818181818	0.497272727272727	0.497272727272727
0.445454545454546	0.475454545454546	0.497272727272727	0.476363636363636	0.495454545454545	0.490909090909091	0.484545454545455	0.482727272727273	0.488181818181818	0.489090909090909	0.487272727272727	0.491818181818182	0.496363636363637	0.493636363636364	0.493636363636364	0.498181818181818	0.498181818181818	0.493636363636364	0.496363636363636	0.498181818181818
0.471818181818182	0.463636363636364	0.488181818181818	0.479090909090909	0.497272727272727	0.486363636363636	0.498181818181818	0.497272727272727	0.483636363636364	0.498181818181818	0.496363636363636	0.491818181818182	0.494545454545455	0.498181818181818	0.494545454545455	0.498181818181818	0.498181818181818	0.498181818181818	0.498181818181818	0.498181818181818
0.48	0.453636363636364	0.477272727272727	0.487272727272727	0.489090909090909	0.482727272727273	0.483636363636364	0.487272727272727	0.487272727272727	0.496363636363637	0.498181818181818	0.491818181818182	0.498181818181818	0.498181818181818	0.492727272727273	0.492727272727273	0.498181818181818	0.498181818181818	0.497272727272727	0.498181818181818
0.450909090909091	0.45	0.473636363636364	0.477272727272727	0.488181818181818	0.493636363636364	0.496363636363637	0.484545454545455	0.493636363636364	0.498181818181818	0.498181818181818	0.492727272727273	0.498181818181818	0.492727272727273	0.490909090909091	0.497272727272727	0.497272727272727	0.492727272727273	0.498181818181818	0.497272727272727
0.453636363636364	0.470909090909091	0.471818181818182	0.474545454545455	0.481818181818182	0.483636363636364	0.483636363636364	0.495454545454545	0.498181818181818	0.497272727272727	0.492727272727273	0.497272727272727	0.498181818181818	0.497272727272727	0.493636363636364	0.497272727272727	0.498181818181818	0.498181818181818	0.498181818181818	0.498181818181818
