Maximum time exceeded.
Time,Quality,AMs
9412,0.35571428571428576,19
10163,0.35571428571428576,19
Maximum time exceeded.
Time,Quality,AMs
101,0.30999999999999994,17
713,0.30999999999999994,17
1253,0.30999999999999994,17
3034,0.3447619047619048,18
3688,0.3447619047619048,18
4301,0.3447619047619048,18
6172,0.34761904761904755,18
6880,0.34761904761904755,18
7546,0.34761904761904755,18
9480,0.34761904761904755,18
10236,0.34761904761904755,18
Maximum time exceeded.
Time,Quality,AMs
83,0.3066666666666667,18
701,0.3066666666666667,18
1228,0.3066666666666667,18
3004,0.3476190476190476,20
3661,0.3476190476190476,20
4260,0.3476190476190476,20
6093,0.3476190476190476,20
6800,0.3476190476190476,20
7482,0.3476190476190476,20
9385,0.3761904761904762,20
10147,0.3761904761904762,20
Maximum time exceeded.
Time,Quality,AMs
91,0.31,17
724,0.31,17
1317,0.31,17
2797,0.35428571428571437,18
3483,0.35428571428571437,18
4119,0.35428571428571437,18
5980,0.3633333333333334,19
6698,0.3633333333333334,19
7404,0.3633333333333334,19
9334,0.3633333333333334,19
10090,0.3633333333333334,19
Maximum time exceeded.
Time,Quality,AMs
83,0.31666666666666665,17
694,0.31666666666666665,17
1217,0.31666666666666665,17
3008,0.36476190476190473,20
3659,0.36476190476190473,20
4279,0.36476190476190473,20
6160,0.36476190476190473,20
6884,0.36476190476190473,20
7572,0.36476190476190473,20
9497,0.37857142857142856,21
10260,0.37857142857142856,21
