Maximum time exceeded.
Time,Quality,AMs
102,0.3128571428571429,17
719,0.3128571428571429,17
1267,0.3128571428571429,17
3052,0.37857142857142867,21
3715,0.37857142857142867,21
4336,0.37857142857142867,21
5880,0.37857142857142867,21
6604,0.37857142857142867,21
7318,0.37857142857142867,21
8782,0.37857142857142867,21
9565,0.37857142857142867,21
10335,0.37857142857142867,21
Maximum time exceeded.
Time,Quality,AMs
87,0.31761904761904763,17
705,0.31761904761904763,17
1244,0.31761904761904763,17
3031,0.3590476190476191,20
3687,0.3590476190476191,20
4303,0.3590476190476191,20
5727,0.37285714285714294,21
6444,0.37285714285714294,21
7121,0.37285714285714294,21
9052,0.37285714285714294,21
9805,0.37285714285714294,21
Maximum time exceeded.
Time,Quality,AMs
89,0.32,18
716,0.32,18
1292,0.32,18
3082,0.3766666666666667,21
3764,0.3766666666666667,21
4396,0.3766666666666667,21
6265,0.3766666666666667,21
7004,0.3766666666666667,21
7694,0.3766666666666667,21
9651,0.3766666666666667,21
10425,0.3766666666666667,21
Maximum time exceeded.
Time,Quality,AMs
87,0.3385714285714285,19
721,0.3385714285714285,19
1277,0.3385714285714285,19
3060,0.3385714285714285,19
3731,0.3385714285714285,19
4368,0.3385714285714285,19
6256,0.3447619047619048,20
6964,0.3447619047619048,20
7675,0.3447619047619048,20
9624,0.37857142857142856,21
10390,0.37857142857142856,21
Maximum time exceeded.
Time,Quality,AMs
100,0.3080952380952381,17
722,0.3080952380952381,17
1275,0.3080952380952381,17
3064,0.3295238095238095,18
3732,0.3295238095238095,18
4358,0.3295238095238095,18
6214,0.3442857142857143,19
6935,0.3442857142857143,19
7625,0.3442857142857143,19
9552,0.3447619047619048,18
10312,0.3447619047619048,18
Known optimum reached.
Time,Quality,AMs
88,0.3347619047619047,19
716,0.3347619047619047,19
1283,0.3347619047619047,19
2897,0.3761904761904762,20
3578,0.3761904761904762,20
4195,0.3761904761904762,20
6077,0.380952380952381,20
Maximum time exceeded.
Time,Quality,AMs
85,0.3019047619047619,16
710,0.3019047619047619,16
1256,0.3019047619047619,16
2721,0.3657142857142857,20
3394,0.3657142857142857,20
4071,0.3657142857142857,20
5726,0.3657142857142857,20
6424,0.3657142857142857,20
7114,0.3657142857142857,20
8963,0.3657142857142857,20
9710,0.3657142857142857,20
10473,0.3657142857142857,20
Maximum time exceeded.
Time,Quality,AMs
86,0.3052380952380952,17
710,0.3052380952380952,17
1261,0.3052380952380952,17
3047,0.3480952380952381,19
3720,0.3480952380952381,19
4326,0.3480952380952381,19
6143,0.36857142857142855,20
6854,0.36857142857142855,20
7546,0.36857142857142855,20
9481,0.36857142857142855,20
10221,0.36857142857142855,20
Maximum time exceeded.
Time,Quality,AMs
89,0.3452380952380953,19
723,0.3452380952380953,19
1270,0.3452380952380953,19
2797,0.3761904761904762,20
3752,0.3761904761904762,20
4535,0.3761904761904762,20
6638,0.3761904761904762,20
7605,0.3761904761904762,20
8470,0.3761904761904762,20
10249,0.3761904761904762,20
Maximum time exceeded.
Time,Quality,AMs
101,0.29333333333333333,16
800,0.29333333333333333,16
1388,0.29333333333333333,16
3272,0.37857142857142856,21
4010,0.37857142857142856,21
4785,0.37857142857142856,21
6797,0.37857142857142867,21
7580,0.37857142857142867,21
8279,0.37857142857142867,21
10208,0.37857142857142867,21
Maximum time exceeded.
Time,Quality,AMs
105,0.3185714285714286,17
738,0.3185714285714286,17
1281,0.3185714285714286,17
3062,0.34619047619047627,19
3721,0.34619047619047627,19
4324,0.34619047619047627,19
6165,0.3619047619047619,20
6868,0.3619047619047619,20
7555,0.3619047619047619,20
9488,0.37857142857142856,21
10250,0.37857142857142856,21
Maximum time exceeded.
Time,Quality,AMs
83,0.3419047619047619,18
711,0.341904761904762,18
1286,0.341904761904762,18
3095,0.3442857142857143,19
3774,0.3442857142857143,19
4414,0.3442857142857143,19
6270,0.36380952380952386,20
7003,0.36380952380952386,20
7721,0.36380952380952386,20
9694,0.36380952380952386,20
10477,0.36380952380952386,20
Maximum time exceeded.
Time,Quality,AMs
92,0.32380952380952377,18
726,0.32380952380952377,18
1291,0.32380952380952377,18
3117,0.34190476190476193,18
3792,0.34190476190476193,18
4423,0.34190476190476193,18
6256,0.3695238095238095,20
6984,0.3695238095238095,20
7700,0.3695238095238095,20
9665,0.3695238095238096,20
10427,0.3695238095238096,20
Maximum time exceeded.
Time,Quality,AMs
84,0.3142857142857143,18
701,0.3142857142857143,18
1259,0.3142857142857143,18
3073,0.3561904761904763,20
3761,0.3561904761904763,20
4406,0.3561904761904763,20
6287,0.3561904761904763,20
7017,0.3561904761904763,20
7717,0.3561904761904763,20
9656,0.3561904761904763,20
10430,0.3561904761904763,20
Maximum time exceeded.
Time,Quality,AMs
84,0.3228571428571429,18
697,0.3228571428571429,18
1209,0.3228571428571429,18
2961,0.34619047619047627,19
3616,0.34619047619047627,19
4199,0.34619047619047627,19
6030,0.35904761904761906,20
6720,0.35904761904761906,20
7393,0.35904761904761906,20
9311,0.37857142857142856,21
10062,0.37857142857142856,21
Maximum time exceeded.
Time,Quality,AMs
86,0.33714285714285713,18
707,0.33714285714285713,18
1237,0.33714285714285713,18
3019,0.35,19
3683,0.35,19
4283,0.35,19
6122,0.35,19
6814,0.35,19
7497,0.35,19
