Maximum time exceeded.
Time,Quality,AMs
10262,0.3761904761904762,20
Maximum time exceeded.
Time,Quality,AMs
87,0.32571428571428573,18
736,0.32571428571428573,18
1117,0.2857142857142857,16
2893,0.33761904761904765,19
3476,0.33761904761904765,19
5300,0.36380952380952375,20
5890,0.36380952380952375,20
7494,0.36380952380952375,20
8190,0.36380952380952375,20
8637,0.32476190476190475,18
10507,0.34857142857142864,20
Known optimum reached.
Time,Quality,AMs
87,0.3285714285714286,18
726,0.3285714285714286,18
1084,0.2952380952380953,16
2888,0.37333333333333335,20
3460,0.37333333333333335,20
5290,0.380952380952381,20
