Known optimum reached.
Time,Quality,AMs
103,0.6200000000000004,40
467,0.6200000000000004,40
891,0.6200000000000004,40
1431,0.7000000000000005,42
1825,0.7000000000000005,42
2293,0.7000000000000005,42
2855,0.7000000000000005,42
3289,0.7000000000000005,42
3809,0.7000000000000005,42
4560,0.7140000000000004,45
5018,0.7140000000000004,45
5581,0.7140000000000004,45
6226,0.7260000000000004,45
Maximum time exceeded.
Time,Quality,AMs
102,0.6260000000000003,43
470,0.6260000000000003,43
894,0.6260000000000003,43
1443,0.7000000000000005,42
1839,0.7000000000000005,42
2313,0.7000000000000005,42
2864,0.7000000000000005,42
3293,0.7000000000000005,42
3814,0.7000000000000005,42
4436,0.7000000000000005,42
4897,0.7000000000000005,42
5466,0.7000000000000005,42
6170,0.7000000000000005,42
6661,0.7000000000000005,42
7273,0.7000000000000005,42
7971,0.7000000000000005,42
8505,0.7000000000000005,42
9162,0.7000000000000005,42
9927,0.7000000000000005,42
Known optimum reached.
Time,Quality,AMs
109,0.6160000000000003,38
470,0.6160000000000003,38
900,0.6160000000000003,38
1426,0.7020000000000004,41
1822,0.7020000000000004,41
2295,0.7020000000000004,41
2846,0.7200000000000004,44
3276,0.7200000000000004,44
3798,0.7200000000000004,44
4447,0.7200000000000004,44
4909,0.7200000000000004,44
5478,0.7200000000000004,44
6119,0.7260000000000004,45
Known optimum reached.
Time,Quality,AMs
102,0.6200000000000003,40
463,0.6200000000000003,40
876,0.6200000000000003,40
1373,0.7160000000000005,44
1762,0.7160000000000005,44
2223,0.7160000000000005,44
2769,0.7160000000000005,44
3193,0.7160000000000005,44
3707,0.7160000000000005,44
4293,0.7180000000000004,45
4748,0.7180000000000004,45
5321,0.7180000000000004,45
5952,0.7260000000000004,45
Known optimum reached.
Time,Quality,AMs
105,0.6160000000000003,40
470,0.6160000000000003,40
896,0.6160000000000003,40
1423,0.7000000000000005,42
1817,0.7000000000000005,42
2290,0.7000000000000005,42
2843,0.7100000000000004,45
3267,0.7100000000000004,45
3794,0.7100000000000004,45
4375,0.7140000000000004,45
4835,0.7140000000000004,45
5408,0.7140000000000004,45
6040,0.7260000000000004,45
Known optimum reached.
Time,Quality,AMs
103,0.6360000000000003,42
464,0.6360000000000003,42
881,0.6360000000000003,42
1442,0.6880000000000004,44
1841,0.6880000000000004,44
2307,0.6880000000000004,44
2893,0.7120000000000004,44
3316,0.7120000000000004,44
3835,0.7120000000000004,44
4435,0.7260000000000004,45
Known optimum reached.
Time,Quality,AMs
104,0.6400000000000003,40
475,0.6400000000000003,40
903,0.6400000000000003,40
1427,0.7180000000000005,45
1827,0.7180000000000005,45
2315,0.7180000000000005,45
2870,0.7260000000000004,45
Known optimum reached.
Time,Quality,AMs
103,0.6480000000000004,42
474,0.6480000000000004,42
898,0.6480000000000004,42
1420,0.6860000000000004,43
1814,0.6860000000000004,43
2294,0.6860000000000004,43
2858,0.7140000000000004,43
3288,0.7140000000000004,43
3808,0.7140000000000004,43
4424,0.7260000000000004,45
Known optimum reached.
Time,Quality,AMs
104,0.6300000000000003,41
471,0.6300000000000004,41
898,0.6300000000000004,41
1409,0.7040000000000004,42
1807,0.7040000000000004,42
2271,0.7040000000000004,42
2830,0.7260000000000004,43
Known optimum reached.
Time,Quality,AMs
101,0.6200000000000003,42
459,0.6200000000000003,42
867,0.6200000000000003,42
1515,0.6960000000000004,42
1904,0.6960000000000004,42
2356,0.6960000000000004,42
2968,0.6960000000000004,44
3382,0.6960000000000004,44
3885,0.6960000000000004,44
4482,0.7180000000000004,45
4930,0.7180000000000004,45
5488,0.7180000000000004,45
6114,0.7260000000000004,45
Known optimum reached.
Time,Quality,AMs
104,0.6140000000000003,41
464,0.6140000000000003,41
880,0.6140000000000003,41
1541,0.7000000000000005,42
1935,0.7000000000000005,42
2417,0.7000000000000005,42
2975,0.7120000000000004,42
3402,0.7120000000000004,42
3916,0.7120000000000004,42
4510,0.7160000000000004,42
4971,0.7160000000000004,42
5530,0.7160000000000004,42
6225,0.7260000000000004,45
Known optimum reached.
Time,Quality,AMs
103,0.6200000000000003,40
471,0.6200000000000003,40
894,0.6200000000000003,40
1395,0.7120000000000004,40
1789,0.7120000000000004,40
2258,0.7120000000000004,40
2826,0.7120000000000004,40
3245,0.7120000000000004,40
3759,0.7120000000000004,40
4354,0.7120000000000004,40
4811,0.7120000000000004,40
5361,0.7120000000000004,40
5997,0.7120000000000004,40
6472,0.7120000000000004,40
7063,0.7120000000000004,40
7731,0.7120000000000004,40
8240,0.7160000000000004,42
8875,0.7160000000000004,42
9605,0.7260000000000004,43
Known optimum reached.
