102	0.6260000000000003	103	0.6200000000000003	102	0.6500000000000004	103	0.6200000000000004	109	0.6160000000000003	102	0.6200000000000003	105	0.6160000000000003	101	0.6200000000000003	104	0.6140000000000003	103	0.6140000000000003	103	0.6360000000000003	103	0.6480000000000004	108	0.6400000000000003	103	0.6500000000000005	105	0.6200000000000004	104	0.6400000000000003	104	0.6300000000000003	106	0.6560000000000004	105	0.6460000000000004	105	0.6200000000000003	
470	0.6260000000000003	471	0.6200000000000003	472	0.6500000000000004	467	0.6200000000000004	470	0.6160000000000003	463	0.6200000000000003	470	0.6160000000000003	459	0.6200000000000003	464	0.6140000000000003	478	0.6140000000000003	464	0.6360000000000003	474	0.6480000000000004	477	0.6400000000000003	465	0.6500000000000005	474	0.6200000000000004	475	0.6400000000000003	471	0.6300000000000004	479	0.6560000000000004	475	0.6460000000000004	474	0.6200000000000003	
894	0.6260000000000003	894	0.6200000000000003	900	0.6500000000000004	891	0.6200000000000004	900	0.6160000000000003	876	0.6200000000000003	896	0.6160000000000003	867	0.6200000000000003	880	0.6140000000000003	913	0.6140000000000003	881	0.6360000000000003	898	0.6480000000000004	909	0.6400000000000003	882	0.6500000000000005	905	0.6200000000000004	903	0.6400000000000003	898	0.6300000000000004	917	0.6560000000000004	908	0.6460000000000004	898	0.6200000000000003	
1443	0.7000000000000005	1395	0.7120000000000004	1425	0.6880000000000005	1431	0.7000000000000005	1426	0.7020000000000004	1373	0.7160000000000005	1423	0.7000000000000005	1515	0.6960000000000004	1541	0.7000000000000005	1491	0.6760000000000005	1442	0.6880000000000004	1420	0.6860000000000004	1454	0.7040000000000004	1404	0.7000000000000004	1455	0.6980000000000004	1427	0.7180000000000005	1409	0.7040000000000004	1473	0.7020000000000004	1420	0.7120000000000004	1444	0.7260000000000004	
1839	0.7000000000000005	1789	0.7120000000000004	1824	0.6880000000000005	1825	0.7000000000000005	1822	0.7020000000000004	1762	0.7160000000000005	1817	0.7000000000000005	1904	0.6960000000000004	1935	0.7000000000000005	1888	0.6760000000000005	1841	0.6880000000000004	1814	0.6860000000000004	1853	0.7040000000000004	1790	0.7000000000000004	1871	0.6980000000000004	1827	0.7180000000000005	1807	0.7040000000000004	1879	0.7020000000000004	1821	0.7120000000000004	 	 	
2313	0.7000000000000005	2258	0.7120000000000004	2302	0.6880000000000005	2293	0.7000000000000005	2295	0.7020000000000004	2223	0.7160000000000005	2290	0.7000000000000005	2356	0.6960000000000004	2417	0.7000000000000005	2361	0.6760000000000005	2307	0.6880000000000004	2294	0.6860000000000004	2332	0.7040000000000004	2246	0.7000000000000004	2347	0.6980000000000004	2315	0.7180000000000005	2271	0.7040000000000004	2367	0.7020000000000004	2299	0.7120000000000004	 	 	
2864	0.7000000000000005	2826	0.7120000000000004	2860	0.7000000000000005	2855	0.7000000000000005	2846	0.7200000000000004	2769	0.7160000000000005	2843	0.7100000000000004	2968	0.6960000000000004	2975	0.7120000000000004	2907	0.7140000000000004	2893	0.7120000000000004	2858	0.7140000000000004	3020	0.7080000000000003	2780	0.7160000000000004	2901	0.7120000000000004	2870	0.7260000000000004	2830	0.7260000000000004	2916	0.7260000000000004	2852	0.7260000000000004	 	 	
3293	0.7000000000000005	3245	0.7120000000000004	3287	0.7000000000000005	3289	0.7000000000000005	3276	0.7200000000000004	3193	0.7160000000000005	3267	0.7100000000000004	3382	0.6960000000000004	3402	0.7120000000000004	3339	0.7140000000000004	3316	0.7120000000000004	3288	0.7140000000000004	3447	0.7080000000000003	3196	0.7160000000000004	3338	0.7120000000000004	 	 	 	 	 	 	 	 	 	 	
3814	0.7000000000000005	3759	0.7120000000000004	3805	0.7000000000000005	3809	0.7000000000000005	3798	0.7200000000000004	3707	0.7160000000000005	3794	0.7100000000000004	3885	0.6960000000000004	3916	0.7120000000000004	3866	0.7140000000000004	3835	0.7120000000000004	3808	0.7140000000000004	3962	0.7080000000000003	3698	0.7160000000000004	3867	0.7120000000000004	 	 	 	 	 	 	 	 	 	 	
4436	0.7000000000000005	4354	0.7120000000000004	4434	0.7000000000000005	4560	0.7140000000000004	4447	0.7200000000000004	4293	0.7180000000000004	4375	0.7140000000000004	4482	0.7180000000000004	4510	0.7160000000000004	4456	0.7140000000000004	4435	0.7260000000000004	4424	0.7260000000000004	4587	0.7260000000000004	4273	0.7260000000000004	4478	0.7260000000000004	 	 	 	 	 	 	 	 	 	 	
4897	0.7000000000000005	4811	0.7120000000000004	4893	0.7000000000000005	5018	0.7140000000000004	4909	0.7200000000000004	4748	0.7180000000000004	4835	0.7140000000000004	4930	0.7180000000000004	4971	0.7160000000000004	4915	0.7140000000000004	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
5466	0.7000000000000005	5361	0.7120000000000004	5451	0.7000000000000005	5581	0.7140000000000004	5478	0.7200000000000004	5321	0.7180000000000004	5408	0.7140000000000004	5488	0.7180000000000004	5530	0.7160000000000004	5497	0.7140000000000004	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
