Known optimum reached.
Time,Quality,AMs
2680,0.8300000000000004,63
2948,0.7833333333333335,57
3281,0.8000000000000003,60
3698,0.8000000000000003,60
3954,0.7233333333333336,51
4409,0.836666666666667,63
Known optimum reached.
Time,Quality,AMs
128,0.7833333333333337,61
407,0.7166666666666669,55
870,0.8333333333333337,64
1156,0.7666666666666668,58
1503,0.8333333333333337,64
1937,0.8333333333333337,64
2211,0.7533333333333336,58
2669,0.836666666666667,63
Known optimum reached.
Time,Quality,AMs
130,0.7833333333333334,59
406,0.6966666666666667,53
867,0.8300000000000004,63
1148,0.776666666666667,57
1490,0.7933333333333337,60
1916,0.7933333333333337,60
2181,0.6966666666666667,51
2628,0.836666666666667,63
Known optimum reached.
Time,Quality,AMs
130,0.7766666666666667,61
415,0.6800000000000002,52
887,0.8133333333333337,62
1173,0.7200000000000004,56
1524,0.7466666666666669,58
1956,0.7466666666666669,58
2220,0.6866666666666669,52
2662,0.836666666666667,63
Known optimum reached.
Time,Quality,AMs
129,0.7733333333333335,62
420,0.6933333333333337,56
890,0.8233333333333337,63
1179,0.7500000000000002,57
1529,0.776666666666667,59
1964,0.776666666666667,59
2238,0.7100000000000001,53
2691,0.836666666666667,63
Known optimum reached.
Time,Quality,AMs
127,0.7633333333333336,59
410,0.6933333333333336,54
870,0.8266666666666671,62
1154,0.7400000000000002,56
1497,0.766666666666667,60
1920,0.766666666666667,60
2188,0.706666666666667,54
2629,0.836666666666667,63
Known optimum reached.
Time,Quality,AMs
134,0.7600000000000003,62
416,0.7000000000000002,56
887,0.7933333333333337,60
1172,0.7266666666666669,54
1519,0.7733333333333334,56
1945,0.7733333333333334,56
2204,0.7200000000000001,50
2645,0.8233333333333336,61
2912,0.7300000000000004,55
3245,0.8233333333333336,61
3663,0.8233333333333336,61
3915,0.7433333333333334,55
4342,0.836666666666667,63
Known optimum reached.
Time,Quality,AMs
132,0.7800000000000002,58
413,0.7200000000000003,52
875,0.836666666666667,63
Known optimum reached.
Time,Quality,AMs
131,0.7866666666666666,60
416,0.7300000000000002,53
896,0.8200000000000004,62
1182,0.766666666666667,56
1532,0.766666666666667,56
1971,0.766666666666667,56
2238,0.7000000000000005,50
2693,0.836666666666667,63
Known optimum reached.
Time,Quality,AMs
133,0.766666666666667,60
419,0.7000000000000001,52
895,0.8233333333333337,63
1185,0.7700000000000004,57
1534,0.7700000000000004,57
1971,0.7700000000000004,57
2237,0.6966666666666667,51
2687,0.8200000000000004,64
2958,0.7666666666666672,58
3292,0.7700000000000004,61
3707,0.7700000000000004,61
3965,0.6800000000000005,52
4403,0.8233333333333337,61
4663,0.7633333333333338,55
4990,0.7800000000000002,58
5384,0.7800000000000002,58
5630,0.6933333333333335,52
6056,0.8133333333333337,58
6308,0.7466666666666668,52
6626,0.7800000000000005,60
7016,0.7800000000000005,60
7261,0.7066666666666669,54
7679,0.826666666666667,62
7930,0.7466666666666669,56
8247,0.8166666666666671,63
8634,0.8166666666666671,63
8882,0.7566666666666669,57
9306,0.8300000000000004,63
9562,0.7700000000000004,57
9880,0.836666666666667,63
Known optimum reached.
Time,Quality,AMs
131,0.7700000000000002,61
417,0.7133333333333336,54
884,0.836666666666667,63
Known optimum reached.
Time,Quality,AMs
126,0.7800000000000005,60
407,0.7100000000000003,53
878,0.836666666666667,63
Known optimum reached.
Time,Quality,AMs
128,0.7933333333333333,60
412,0.7200000000000002,54
890,0.836666666666667,63
Known optimum reached.
Time,Quality,AMs
131,0.7933333333333336,58
414,0.7000000000000001,52
881,0.8300000000000004,63
1165,0.7766666666666667,57
1511,0.7766666666666667,57
1935,0.7766666666666667,57
2199,0.7033333333333336,51
2653,0.836666666666667,63
