Known optimum reached.
Time,Quality,AMs
108,0.6140000000000004,41
520,0.6140000000000004,41
827,0.5600000000000003,36
1369,0.6800000000000004,40
1930,0.6800000000000004,40
2570,0.7080000000000004,42
3105,0.7080000000000004,42
4012,0.7080000000000004,42
4915,0.7080000000000004,42
5316,0.6520000000000004,38
5992,0.7260000000000004,43
Known optimum reached.
Time,Quality,AMs
113,0.6560000000000004,42
516,0.6560000000000004,42
816,0.5960000000000003,38
1358,0.7260000000000004,45
Known optimum reached.
Time,Quality,AMs
107,0.6460000000000004,41
495,0.6460000000000004,41
807,0.5820000000000003,37
1364,0.6940000000000004,43
1850,0.6940000000000004,43
2470,0.7220000000000004,45
2970,0.7220000000000004,45
3834,0.7220000000000004,45
4259,0.7220000000000004,45
4655,0.6540000000000004,41
5325,0.7260000000000004,43
Known optimum reached.
Time,Quality,AMs
147,0.6360000000000003,44
571,0.6360000000000003,44
904,0.6040000000000003,40
1566,0.7100000000000004,43
2351,0.7100000000000004,43
2966,0.7260000000000004,43
Known optimum reached.
Time,Quality,AMs
128,0.6400000000000003,38
495,0.6400000000000003,38
788,0.5960000000000003,38
1293,0.7140000000000004,45
1730,0.7140000000000004,45
2303,0.7180000000000004,45
2752,0.7180000000000004,45
3483,0.7180000000000004,45
3892,0.7180000000000004,45
4225,0.6660000000000005,41
4789,0.7260000000000004,45
Known optimum reached.
Time,Quality,AMs
105,0.6360000000000003,40
479,0.6360000000000003,40
774,0.5640000000000003,36
1291,0.7000000000000004,42
1713,0.7000000000000004,42
2285,0.7040000000000004,42
2721,0.7040000000000004,42
3442,0.7040000000000004,42
3846,0.7040000000000004,42
4165,0.6360000000000003,38
4726,0.7260000000000004,45
Known optimum reached.
Time,Quality,AMs
106,0.6580000000000004,43
483,0.6580000000000004,43
766,0.5900000000000003,39
1266,0.6940000000000004,43
1692,0.6940000000000004,43
2309,0.7020000000000004,43
2743,0.7020000000000004,43
3470,0.7020000000000004,43
3874,0.7020000000000004,43
4199,0.6460000000000004,39
4767,0.7200000000000004,42
5241,0.7200000000000004,42
5835,0.7260000000000004,43
Known optimum reached.
Time,Quality,AMs
104,0.6540000000000004,39
472,0.6540000000000004,39
759,0.5900000000000003,35
1280,0.7200000000000004,44
1719,0.7200000000000004,44
2274,0.7260000000000004,43
Known optimum reached.
Time,Quality,AMs
104,0.6500000000000004,41
473,0.6500000000000004,41
761,0.5940000000000003,37
1303,0.6860000000000004,43
1736,0.6860000000000004,43
2385,0.6880000000000004,42
2834,0.6880000000000004,42
3554,0.6880000000000004,42
3964,0.6880000000000004,42
4290,0.6140000000000003,39
4860,0.6880000000000004,42
5343,0.6880000000000004,42
6038,0.6900000000000005,43
6530,0.6900000000000005,43
7292,0.6900000000000005,43
7725,0.6900000000000005,43
8077,0.6280000000000003,38
8677,0.7140000000000004,45
9203,0.7140000000000004,45
9867,0.7260000000000004,43
Known optimum reached.
Time,Quality,AMs
102,0.6360000000000003,38
470,0.6360000000000003,38
755,0.5780000000000003,37
1274,0.6900000000000004,43
1699,0.6900000000000004,43
2309,0.7120000000000004,44
2752,0.7120000000000004,44
3471,0.7120000000000004,44
3875,0.7120000000000004,44
4199,0.6540000000000004,39
4790,0.7000000000000005,42
5269,0.7000000000000005,42
5938,0.7000000000000005,42
6425,0.7000000000000005,42
7207,0.7120000000000004,44
7642,0.7120000000000004,44
8003,0.6480000000000004,40
8626,0.7260000000000004,45
Maximum time exceeded.
Time,Quality,AMs
104,0.6620000000000004,41
472,0.6620000000000004,41
753,0.6180000000000003,37
1286,0.6960000000000005,42
1709,0.6960000000000005,42
2326,0.7000000000000005,42
2762,0.7000000000000005,42
3486,0.7000000000000005,42
3885,0.7000000000000005,42
4207,0.6480000000000004,38
4786,0.7000000000000005,42
5270,0.7000000000000005,42
5899,0.7000000000000005,42
6381,0.7000000000000005,42
7136,0.7000000000000005,42
7566,0.7000000000000005,42
7914,0.6520000000000004,38
8545,0.7100000000000004,45
9068,0.7100000000000004,45
9703,0.7220000000000004,45
10246,0.7220000000000004,45
Known optimum reached.
Time,Quality,AMs
102,0.6480000000000004,42
462,0.6480000000000004,42
744,0.6000000000000003,38
1337,0.7020000000000004,43
1758,0.7020000000000004,43
2281,0.7260000000000004,43
Maximum time exceeded.
Time,Quality,AMs
105,0.6080000000000003,40
480,0.6080000000000003,40
761,0.5600000000000003,36
1309,0.6880000000000004,42
1733,0.6880000000000004,42
2291,0.7020000000000004,43
2732,0.7020000000000004,43
3449,0.7020000000000004,43
3845,0.7020000000000004,43
4168,0.6460000000000004,39
4805,0.7120000000000004,40
5279,0.7120000000000004,40
5870,0.7120000000000004,40
6342,0.7120000000000004,40
7092,0.7120000000000004,40
7520,0.7120000000000004,40
7871,0.6540000000000004,39
8480,0.7040000000000004,42
8988,0.7040000000000004,42
9646,0.7040000000000004,42
10167,0.7040000000000004,42
Known optimum reached.
Time,Quality,AMs
104,0.6180000000000003,39
468,0.6180000000000003,39
744,0.5740000000000003,33
1261,0.7060000000000004,43
1679,0.7060000000000004,43
2235,0.7220000000000004,45
2666,0.7220000000000004,45
3383,0.7220000000000004,45
3776,0.7220000000000004,45
4091,0.6740000000000004,41
4630,0.7260000000000004,45
Maximum time exceeded.
Time,Quality,AMs
104,0.6500000000000004,41
478,0.6500000000000004,41
766,0.6060000000000003,37
1301,0.6740000000000004,43
1728,0.6740000000000004,43
2311,0.6860000000000004,45
2753,0.6860000000000004,45
3483,0.6860000000000004,45
3889,0.6860000000000004,45
4214,0.6380000000000005,41
4959,0.7020000000000004,43
5446,0.7020000000000004,43
6105,0.7040000000000004,42
6604,0.7040000000000004,42
7354,0.7040000000000004,42
7783,0.7040000000000004,42
8138,0.6340000000000005,41
8744,0.6880000000000004,44
9270,0.6880000000000004,44
9920,0.7000000000000004,44
Known optimum reached.
Time,Quality,AMs
103,0.6300000000000003,41
475,0.6300000000000003,41
758,0.5740000000000004,37
1283,0.6980000000000004,43
1709,0.6980000000000004,43
2299,0.7120000000000004,44
2741,0.7120000000000004,44
3469,0.7120000000000004,44
3871,0.7120000000000004,44
4196,0.6560000000000004,40
4751,0.7260000000000004,45
Known optimum reached.
Time,Quality,AMs
104,0.6280000000000003,42
484,0.6280000000000003,42
784,0.5880000000000003,38
1298,0.7140000000000004,45
1746,0.7140000000000004,45
2284,0.7260000000000004,45
Known optimum reached.
Time,Quality,AMs
101,0.6380000000000005,41
468,0.6380000000000005,41
748,0.5860000000000003,37
1262,0.7220000000000004,45
1686,0.7220000000000004,45
2247,0.7260000000000004,43
Known optimum reached.
Time,Quality,AMs
104,0.6300000000000003,39
475,0.6300000000000003,39
763,0.5560000000000003,34
1305,0.7100000000000004,43
1744,0.7100000000000004,43
2299,0.7260000000000004,43
Known optimum reached.
Time,Quality,AMs
101,0.6400000000000003,42
461,0.6400000000000003,42
742,0.5840000000000003,38
1271,0.7040000000000004,42
1697,0.7040000000000004,42
2282,0.7040000000000004,42
2713,0.7040000000000004,42
3423,0.7040000000000004,42
3821,0.7040000000000004,42
4143,0.6280000000000003,38
4717,0.7040000000000004,42
5198,0.7040000000000004,42
5830,0.7040000000000004,42
6325,0.7040000000000004,42
7085,0.7040000000000004,42
7525,0.7040000000000004,42
7878,0.6480000000000004,38
8482,0.7160000000000004,42
9002,0.7160000000000004,42
9668,0.7260000000000004,43
