Maximum time exceeded.
Time,Quality,AMs
9357,0.319047619047619,16
9679,0.27999999999999997,14
10257,0.3180952380952381,18
Known optimum reached.
Time,Quality,AMs
84,0.299047619047619,16
412,0.26857142857142857,14
2138,0.34619047619047616,19
2467,0.30523809523809525,17
3064,0.309047619047619,17
3574,0.309047619047619,17
3907,0.2785714285714286,15
5648,0.380952380952381,20
Maximum time exceeded.
Time,Quality,AMs
99,0.31000000000000005,17
429,0.27714285714285714,14
2155,0.3147619047619048,17
2488,0.2861904761904762,15
3087,0.31,17
3603,0.31,17
3927,0.2723809523809524,14
5655,0.31761904761904763,17
5990,0.2795238095238095,15
6586,0.3276190476190476,18
7108,0.3276190476190476,18
7434,0.3038095238095238,16
9164,0.3352380952380952,20
9489,0.299047619047619,18
10063,0.3352380952380952,20
Maximum time exceeded.
Time,Quality,AMs
85,0.3138095238095238,17
430,0.28095238095238095,14
2192,0.33999999999999997,18
2538,0.31047619047619046,16
3135,0.31047619047619046,16
3685,0.31047619047619046,16
4015,0.27714285714285714,14
5782,0.3371428571428571,18
6126,0.3019047619047619,16
6755,0.33999999999999997,18
7305,0.33999999999999997,18
7682,0.2961904761904762,16
9419,0.34571428571428575,20
9755,0.31333333333333335,18
10330,0.34571428571428575,20
Maximum time exceeded.
Time,Quality,AMs
111,0.3219047619047619,18
457,0.28761904761904766,16
2249,0.3442857142857143,19
2611,0.3004761904761905,17
3351,0.3004761904761905,17
3909,0.3004761904761905,17
4247,0.2652380952380952,15
6010,0.3633333333333334,19
6361,0.3261904761904762,17
6968,0.3261904761904762,17
7511,0.3261904761904762,17
7832,0.28904761904761905,15
9569,0.33857142857142863,19
9909,0.3080952380952381,17
Maximum time exceeded.
Time,Quality,AMs
86,0.3423809523809524,19
436,0.30047619047619045,17
2184,0.33714285714285713,18
2531,0.2895238095238095,16
3141,0.30095238095238097,16
3670,0.30095238095238097,16
4005,0.2733333333333333,14
5756,0.33761904761904765,19
6112,0.29857142857142854,17
6713,0.29857142857142854,17
7246,0.29857142857142854,17
7573,0.2685714285714286,14
9301,0.3471428571428572,19
9636,0.31285714285714283,17
10220,0.31285714285714283,17
Known optimum reached.
Time,Quality,AMs
82,0.3214285714285714,17
429,0.2814285714285715,15
1674,0.3761904761904762,20
2013,0.33619047619047626,18
2616,0.33619047619047626,18
3128,0.33619047619047626,18
3453,0.30095238095238097,16
4985,0.380952380952381,20
Known optimum reached.
Time,Quality,AMs
103,0.32857142857142857,18
424,0.29714285714285715,16
2178,0.380952380952381,20
Maximum time exceeded.
Time,Quality,AMs
83,0.32285714285714284,18
441,0.2795238095238095,15
2187,0.34142857142857147,19
2538,0.3042857142857143,17
3147,0.3042857142857143,17
3695,0.3042857142857143,17
4017,0.2595238095238095,15
5664,0.37857142857142856,21
6021,0.35,19
6639,0.35,19
7170,0.35,19
7512,0.31666666666666665,17
9238,0.37857142857142867,21
9584,0.34904761904761905,19
10181,0.37857142857142867,21
Known optimum reached.
Time,Quality,AMs
91,0.31571428571428567,17
456,0.28238095238095234,15
2249,0.37619047619047624,20
2612,0.34952380952380957,18
3243,0.34952380952380957,18
3793,0.34952380952380957,18
4139,0.31333333333333335,16
5887,0.380952380952381,20
Maximum time exceeded.
Time,Quality,AMs
86,0.3142857142857142,18
437,0.28,14
2204,0.3147619047619048,17
2555,0.28142857142857136,15
3160,0.2895238095238095,16
3686,0.2895238095238095,16
4016,0.2571428571428572,14
5777,0.3323809523809524,18
6117,0.30095238095238097,16
6719,0.31476190476190474,17
7255,0.31476190476190474,17
7575,0.2757142857142857,15
9274,0.34428571428571436,19
9600,0.3061904761904762,17
10176,0.3157142857142857,17
Maximum time exceeded.
Time,Quality,AMs
86,0.3252380952380952,17
429,0.2938095238095238,15
2158,0.3442857142857143,19
2504,0.310952380952381,17
3103,0.310952380952381,17
3632,0.310952380952381,17
3961,0.27190476190476187,15
5411,0.3695238095238096,20
5759,0.3323809523809524,18
6364,0.3323809523809524,18
6895,0.3323809523809524,18
7228,0.2980952380952381,16
8962,0.351904761904762,19
9295,0.310952380952381,17
9876,0.3695238095238096,20
Maximum time exceeded.
Time,Quality,AMs
85,0.30714285714285716,17
441,0.2723809523809524,14
2182,0.33238095238095244,18
2529,0.29333333333333333,16
3143,0.31142857142857144,16
3668,0.31142857142857144,16
4005,0.2704761904761905,14
5753,0.33238095238095244,18
6092,0.2857142857142857,16
6690,0.3071428571428571,17
7228,0.3071428571428571,17
7559,0.27761904761904765,15
9264,0.3571428571428572,20
9594,0.31714285714285717,18
10180,0.33238095238095244,18
Maximum time exceeded.
Time,Quality,AMs
89,0.3385714285714285,19
444,0.30714285714285716,17
2221,0.3352380952380952,18
2574,0.29333333333333333,16
3201,0.33857142857142863,19
3754,0.33857142857142863,19
4089,0.3023809523809523,17
5852,0.3519047619047619,19
6204,0.3166666666666667,17
6816,0.3166666666666667,17
7355,0.3166666666666667,17
7692,0.2823809523809524,15
9427,0.34714285714285714,19
9762,0.31000000000000005,17
10348,0.33857142857142863,19
Maximum time exceeded.
Time,Quality,AMs
87,0.33,19
441,0.29857142857142854,17
2196,0.3695238095238095,20
2537,0.33523809523809517,18
3146,0.33523809523809517,18
3701,0.33523809523809517,18
4042,0.2980952380952381,16
5232,0.37857142857142856,21
5588,0.3509523809523809,19
6198,0.3509523809523809,19
6730,0.3509523809523809,19
7069,0.31476190476190474,17
8422,0.37857142857142856,21
8772,0.3433333333333333,19
9363,0.3695238095238096,20
9899,0.3695238095238096,20
