Random	Fuzzy	Incremental	Removal	FIDAX	Glpk
0.7633333333333336	0.7933333333333332	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7966666666666669	0.7900000000000001	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7966666666666667	0.7733333333333332	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.8066666666666668	0.7933333333333334	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7666666666666668	0.8033333333333332	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7966666666666667	0.7633333333333332	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.766666666666667	0.7733333333333334	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7833333333333337	0.7899999999999999	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7700000000000001	0.7566666666666666	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7566666666666667	0.7666666666666667	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.8000000000000005	0.7933333333333336	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7866666666666667	0.8133333333333334	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7700000000000004	0.7766666666666667	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7666666666666669	0.7833333333333334	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7733333333333335	0.7866666666666666	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7666666666666669	0.7766666666666666	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.8000000000000004	0.7833333333333335	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7966666666666667	0.7700000000000001	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7666666666666668	0.7666666666666665	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7833333333333337	0.7733333333333332	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7766666666666668	0.8099999999999998	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.75	0.7500000000000001	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.816666666666667	0.7933333333333333	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7566666666666669	0.7766666666666666	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7866666666666668	0.7733333333333334	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.786666666666667	0.7633333333333332	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7666666666666666	0.7533333333333332	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7666666666666668	0.78	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7599999999999999	0.7966666666666667	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7800000000000001	0.7700000000000001	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7800000000000001	0.79	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7633333333333336	0.77	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7866666666666667	0.7766666666666667	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7800000000000002	0.7733333333333333	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7833333333333335	0.7866666666666666	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7766666666666665	0.7666666666666665	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7933333333333334	0.7666666666666666	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7900000000000003	0.7833333333333333	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7800000000000001	0.7833333333333334	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.8033333333333335	0.7900000000000003	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.8033333333333336	0.7833333333333332	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7900000000000001	0.76	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7933333333333334	0.7866666666666666	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7700000000000001	0.7699999999999998	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7666666666666666	0.8033333333333333	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7933333333333336	0.7733333333333334	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7933333333333337	0.7466666666666669	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7866666666666672	0.77	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7633333333333335	0.7733333333333332	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
0.7733333333333338	0.77	0.7166666666666665	0.13666666666666666	0.56	0.836666666666667
